name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;datePremiered;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numOfPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;numOfSpeakersFemaleAndMale
grillparzer-sappho;ger000108;Q1242002;Grillparzer;0;Sappho;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:nv2j.0;;;;;1818;10;FALSCH;8,05E+15;5,78E+15;1,44E+16;melitta;52;3;;1818;1819;8;10;4;4;2;2;1;26;1817;33;3;5;16807;16394;1381;0;2320;equal
grillparzer-weh-dem-der-luegt;ger000136;Q2554350;Grillparzer;0;Weh dem, der lügt!;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:npm2.0;;;;;1838;16;FALSCH;8,74E+15;7,17E+15;1,28E+16;leon;1075;2;;1838;1840;15;16;1;15;0;0;1;86;;5;1;5;17933;17583;2499;0;2234;not equal
grohmann-der-physiognomist-oder-keine-regel-ohn-ausnahme;ger000625;Q120196971;Grohmann;0;Der Physiognomist. Oder: Keine Regel ohn' Ausnahme;Ein Lustspiel in einem Aufzug;Comedy;https://books.google.com/books?id=uhtYAAAAcAAJ&printsec=frontcover;Schneider;Leipzig;1778;63;1778;6;FALSCH;6,78E+15;6;14;wilhelm;3;2;;;1778;5;6;1;5;0;0;1;9;;15;0;0;10219;9854;390;296;0;not equal
grohmann-gioconda-oder-weiberrache-kennt-keine-grenzen;ger000628;Q120490055;Grohmann;0;Gioconda oder Weiberrache kennt keine Grenzen;Ein Originaltrauerspiel in drey Aufzügen;Tragedy;https://books.google.com/books?id=qxNaAAAAcAAJ&printsec=frontcover;Büschel;Leipzig;1781;83;1781;8;FALSCH;8,04E+15;6,07E+15;1,43E+16;cotaldi|montano;425;3;;;1781;6;8;3;5;0;0;1;17;;31;0;3;12555;11517;826;320;0;not equal
grohmann-wohlthat-fuer-wohlthat;ger000655;Q123472404;Grohmann;0;Wohlthat für Wohlthat;Ein Schauspiel in zween Aufzügen;Comedy;https://de.wikisource.org/wiki/Wohlthat_für_Wohlthat;Müller;Riga;1790;62;1790;14;FALSCH;7,92E+15;4,18E+15;1,87E+16;willner;5,43E+15;4;###############################################################################################################################################################################################################################################################;1813;1790;9;14;2;12;0;0;1;38;1786;10;0;1;6955;6655;453;270;24;not equal
gronemann-hamans-flucht;ger000644;Q122426071;Gronemann;0;Hamans Flucht;Ein Purimspiel, in fünf Bildern;;https://doi.org/10.1515/9783110518672-001;De Gruyter;Berlin und Boston;2018;22;1901;22;FALSCH;9,33E+15;3,33E+15;1,67E+16;heinz|atlas;7;2;;1901;1926;21;22;3;18;1;2;1;77;1900;6;0;0;5397;4877;1140;116;304;not equal
gryphius-absurda-comica-oder-herr-peter-squentz;ger000547;Q333566;Gryphius;0;Absurda Comica oder Herr Peter Squentz;Schimpff-Spiel;Comedy;http://www.textgridrep.org/textgrid:p8vz.0;;;;;1658;14;FALSCH;9,36E+15;8,46E+15;1,15E+16;several characters;11;2;;;1658;13;14;3;11;0;0;1;77;1648/1650;3;1;3;9535;9162;562;266;476;not equal
gryphius-cardenio-und-celinde;ger000538;Q42187675;Gryphius;0;Cardenio und Celinde oder Unglücklich Verliebete;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:p7m9.0;;;;;1657;17;FALSCH;8,66E+15;5,74E+15;1,44E+16;cardenio;9,18E+15;3;;1661;1657;15;17;3;11;3;1;1;78;1650;5;0;5;19774;17542;214;0;2069;not equal
gryphius-carolus-stuardus;ger000550;Q42187688;Gryphius;0;Carolus Stuardus;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:p8rz.0;;;;;1650;55;FALSCH;6,72E+15;1,12E+16;2,58E+16;carol;6,07E+15;7;;1650;1657;15;55;14;39;2;4;9;167;1649;32;0;5;32447;31021;234;9;2774;not equal
gryphius-catharina-von-georgien;ger000548;Q1736032;Gryphius;0;Catharina von Georgien oder Bewehrete Beständigkeit;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:p7dk.0;;;;;1651;22;FALSCH;6,49E+15;2,21E+16;1,91E+16;catharina;4,64E+15;4;;1651;1657;13;22;9;10;3;2;4;51;1647;30;3;5;26236;25032;265;0;2910;not equal
gryphius-horribilicribrifax-teutsch;ger000549;Q20984917;Gryphius;0;Horribilicribrifax Teutsch;Scherzspiel;Comedy;http://www.textgridrep.org/textgrid:p87j.0;;;;;1650;21;FALSCH;5,16E+15;2,57E+15;2,06E+15;coelestina;5,14E+15;4;;1674;1663;9;21;7;14;0;0;1;54;1647/1650;42;1;5;22749;20138;393;937;12;not equal
gryphius-leo-armenius-oder-fuersten-mord;ger000546;Q1818468;Gryphius;0;Leo Armenius oder Fürsten-Mord;Trauer-spiel;Tragedy;http://www.textgridrep.org/textgrid:p878.0;;;;;1650;37;FALSCH;8,73E+15;2,55E+15;2,05E+15;michael;9,19E+14;4;;1651;1650;25;37;3;34;0;6;1;170;1646;23;1;5;25486;24134;222;5;2754;not equal
gryphius-papinianus;ger000551;Q42194033;Gryphius;0;Großmütiger Rechtsgelehrter oder Sterbender Aemilius Paulus Papinianus;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:p7hs.0;;;;;1659;34;FALSCH;6,55E+14;1,35E+15;2,30E+15;papinianus;4,47E+15;4;;1660;1659;11;34;9;23;2;7;4;76;1659;31;0;5;30220;29044;249;12;2933;not equal
gryphius-verlibtes-gespenste-die-gelibte-dornrose;ger000552;Q42190297;Gryphius;0;Verlibtes Gespenste / Die gelibte Dornrose;Gesang-Spil / Schertz-Spil;Comedy;http://www.textgridrep.org/textgrid:p8d8.0;;;;;1660;21;FALSCH;9,09E+15;2,67E+16;1,19E+16;wilhelm;5,33E+15;2;;1660;1661;9;21;5;16;0;2;4;56;1660;29;0;8;19470;18797;539;361;1102;not equal
guenderode-der-kanonenschlag;ger000723;Q133257709;Günderode;0;Der Kanonenschlag oder Das Gastmahl des Tantalus;Ein heroisches komisches tragisches Schauspiel;;https://doi.org/10.21248/gups.86429;Stroemfeld;Frankfurt am Main und Basel;2006;9;1801;8;FALSCH;9,29E+15;8,57E+15;1,14E+16;juno|jupiter|merkur;6;2;;;;7;8;4;4;0;0;1;24;1800/1801;2;0;2;1478;1324;135;0;192;equal
guenderode-magie-und-schicksal;ger000440;Q56254770;Günderode;0;Magie und Schicksal;Drama in drei Akten;;http://www.textgridrep.org/textgrid:pb4c.0;;;;;1805;9;FALSCH;9,72E+15;9,72E+15;1,03E+16;several characters;7,78E+15;2;;;1805;8;9;3;6;0;0;1;35;;3;0;3;8747;8678;360;0;1152;not equal
guenderode-nikator;ger000125;Q56254778;Günderode;0;Nikator;Eine dramatische Skizze in drei Akten;;http://www.textgridrep.org/textgrid:pb6v.0;;;;;1805;7;FALSCH;9,24E+15;9,05E+15;1,10E+16;several characters;5,43E+15;2;;;1805;6;7;2;5;0;1;1;19;;3;0;3;3936;3882;102;0;509;not equal
guenderode-udohla;ger000293;Q56254774;Günderode;0;Udohla;Drama in zwei Akten;;http://www.textgridrep.org/textgrid:pb0f.0;;;;;1805;7;FALSCH;1;1;1;several characters;6;1;;;1805;6;7;2;5;0;0;1;21;;2;0;2;5588;5534;177;0;742;not equal
gutzkow-das-urbild-des-tartueffe;ger000019;Q56254645;Gutzkow;0;Das Urbild des Tartüffe;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:p5c7.0;;;;;1844;17;FALSCH;7,59E+15;4,78E+16;1,58E+16;moliere;7,65E+15;3;;1844;1847;13;17;3;14;0;0;1;65;;35;0;5;23948;22110;1632;984;7;not equal
gutzkow-richard-savage;ger000006;Q56254719;Gutzkow;0;Richard Savage oder Der Sohn einer Mutter;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:p5c8.0;;;;;1839;28;FALSCH;7,87E+14;3,02E+16;1,92E+16;savage;8,14E+15;4;;1839;1842;22;28;3;24;1;1;1;114;1839;30;0;5;20964;20002;1855;480;25;not equal
gutzkow-uriel-acosta;ger000042;Q56254763;Gutzkow;0;Uriel Acosta;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:p5cg.0;;;;;1846;17;FALSCH;7,44E+15;3,68E+16;1,66E+15;uriel;5,88E+15;3;;1846;1847;15;17;2;13;2;2;1;50;1846;28;0;5;17379;15869;1488;0;2193;not equal
gutzkow-zopf-und-schwert;ger000045;Q52743932;Gutzkow;0;Zopf und Schwert;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:p5bz.0;;;;;1844;26;FALSCH;8,09E+15;32;1,84E+15;koenig;8;3;;1844;1844;18;26;5;18;3;7;1;104;1843;34;0;5;22747;20892;2569;1004;0;not equal
haffner-die-fledermaus;ger000329;Q464930;Haffner;1;Die Fledermaus;Operette in drei Aufzügen;;http://www.textgridrep.org/textgrid:pgp7.0;;;;;1874;29;WAHR;8,76E+15;7,09E+15;1,32E+16;chor_der_gaeste_alle;1,99E+16;3;;1874;;26;29;11;17;1;3;1;288;;41;35;3;16654;15972;1743;759;1023;not equal
hafner-der-furchtsame;ger000005;Q56256336;Hafner;0;Der Furchtsame;Ein Lustspiel in drey Aufzügen;Comedy;http://www.textgridrep.org/textgrid:pgph.0;;;;;1764;9;FALSCH;1;1;1;several characters;8;1;;1764;1764;8;9;2;7;0;0;1;36;;43;0;3;21770;21268;1862;597;0;not equal
hafner-die-reisenden-komoedianten;ger000681;Q78728476;Hafner;0;Die reisenden Komödianten, oder der gescheide und dämische Impresaro;Ein Lustspiel von einer Abhandlung;Comedy;https://books.google.com/books?id=e3g6AAAAcAAJ&printsec=frontcover;Kurtzbök;Wien;1774;48;1762;7;FALSCH;1;1;1;several characters;6;1;;1762;1762;6;7;0;7;0;0;1;21;;3;0;1;8015;7860;353;121;383;not equal
hafner-maegera-die-foerchterliche-hexe;ger000002;Q56256362;Hafner;0;Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von Einhorn;Ein neues Zauberlustspiel;Comedy;http://www.textgridrep.org/textgrid:pgpm.0;;;;;1763;10;FALSCH;9,17E+15;7,78E+15;1,22E+16;odoardo|riepel|anselmo;7;2;;1763;1764;9;10;3;7;0;0;1;35;1762/1763;40;0;3;22862;22077;2712;564;270;not equal
hagemann-ludwig-der-springer;ger000684;Q124804439;Hagemann;0;Ludwig der Springer;Schauspiel in fünf Aufzügen;;https://books.google.com/books?id=lpjczgEACAAJ&printsec=frontcover;Hahn;Hannover;1793;122;1792;20;FALSCH;7,66E+15;3,68E+15;1,71E+16;konrad;7;3;###############################################################################################################################################################################################################################################################;1792;1793;16;20;1;19;0;4;1;70;;58;0;5;16355;14863;1609;864;6;not equal
hallmann-mariamne;ger000702;Q125959854;Hallmann;0;Mariamne;Trauer-Spiel;Tragedy;http://www.textgridrep.org/textgrid:pj27.0;De Gruyter;Berlin und New York;1975;151;1669;64;FALSCH;8,76E+14;1,69E+16;1,66E+16;herodes;10625;3;;1669;1670;41;64;11;36;17;3;7;340;;22;0;5;28606;26107;492;0;3143;not equal
halm-der-sohn-der-wildnis;ger000113;Q56256383;Halm;0;Der Sohn der Wildnis;Dramatisches Gedicht in fünf Akten;;http://www.textgridrep.org/textgrid:pj2h.0;;;;;1842;18;FALSCH;8,65E+15;6,21E+15;1,38E+16;parthenia;1,06E+16;2;;1842;1843;17;18;3;15;0;1;1;95;;5;0;5;21664;21322;2226;0;2890;not equal
hartleben-die-sittliche-forderung;ger000350;Q56395700;Hartleben;0;Die sittliche Forderung;;Comedy;http://www.textgridrep.org/textgrid:pk02.0;;;;;1896;3;FALSCH;1;1;1;berta|rita|friedrich;2;1;;1896;1897;2;3;2;1;0;0;1;3;;1;0;0;5423;5318;949;257;16;not equal
hartleben-hanna-jagert;ger000099;Q56395724;Hartleben;0;Hanna Jagert;Komödie;Comedy;http://www.textgridrep.org/textgrid:pk6x.0;;;;;1893;18;FALSCH;8,98E+15;5,29E+15;1,47E+16;hanna;9;2;;1893;1893;17;18;6;11;1;2;1;81;;3;0;3;20487;20186;3798;768;0;not equal
hartleben-rosenmontag;ger000114;Q56395736;Hartleben;0;Rosenmontag;Eine Offiziers-Tragödie;Tragedy;http://www.textgridrep.org/textgrid:pjw6.0;;;;;1898;24;FALSCH;8,28E+15;4,71E+16;1,57E+16;moritz;1,08E+16;3;;1900;1898;20;24;0;24;0;2;1;130;1899;31;1;5;25994;24770;6141;1132;14;not equal
hasenclever-der-sohn;ger000492;Q1196915;Hasenclever;0;Der Sohn;Ein Drama in fünf Akten;;https://www.gutenberg.org/ebooks/61578;Kurt Wolff Verlag;Leipzig;1917;128;1914;11;FALSCH;5,06E+14;2,36E+16;2,04E+16;der_sohn;2,36E+16;3;30.09.16;1916;1914;6;11;2;9;0;1;2;13;1913;25;4;5;24309;23660;2321;761;161;not equal
hauptmann-carl-der-antiquar;ger000239;Q56395781;Hauptmann;0;Der Antiquar;Komödie in einem Akt;Comedy;http://www.textgridrep.org/textgrid:pkjc.0;;;;;1909;4;FALSCH;1;1;1;several characters;3;1;;1910;1909;3;4;1;3;0;0;1;6;;1;0;1;7918;7794;1825;226;0;not equal
hauptmann-carl-die-armseligen-besenbinder;ger000059;Q56439772;Hauptmann;0;Die armseligen Besenbinder;Altes Märchen in fünf Akten;;http://www.textgridrep.org/textgrid:pkhm.0;;;;;1913;35;FALSCH;8,30E+15;2,81E+14;1,93E+16;der_gendarm;9,54E+15;4;;1913;1913;27;35;11;22;2;2;1;167;;35;0;5;18507;17257;4376;500;16;not equal
hauptmann-carl-ephraims-breite;ger000104;Q56448129;Hauptmann;0;Ephraims Breite;Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:pkj2.0;;;;;1900;27;FALSCH;8,17E+15;5,47E+15;1,48E+16;bauer|kretschmer|huhndorf;1,42E+16;3;;1900;1900;22;27;12;13;2;5;1;192;1899;35;0;5;21725;21005;4276;846;0;not equal
hauptmann-carl-frau-nadja-bielew;ger000060;Q56448086;Hauptmann;0;Frau Nadja Bielew;Tragischer Akt;Tragedy;http://www.textgridrep.org/textgrid:pkhc.0;;;;;1909;4;FALSCH;1;1;1;several characters;3;1;;;1909;3;4;3;1;0;0;1;6;;1;0;1;6713;6586;1599;193;0;not equal
hauptmann-carl-gaukler-tod-und-juwelier;ger000406;Q56448040;Hauptmann;0;Gaukler, Tod und Juwelier;Spiel in fünf Akten;;http://www.textgridrep.org/textgrid:pkh4.0;;;;;1917;30;FALSCH;7,47E+14;4,30E+15;1,74E+16;mander;1,25E+16;4;;1920;1917;22;30;17;13;0;2;1;187;;54;0;5;17631;16576;3868;431;25;not equal
hauptmann-carl-im-goldenen-tempel-buche-verzeichnet;ger000288;Q56448140;Hauptmann;0;Im goldenen Tempel-Buche verzeichnet;(Nach einer japanischen Skizze) / Dichtung in drei Vorgängen / (Hinter Schleiern zu spielen);;http://www.textgridrep.org/textgrid:pkj1.0;;;;;1909;9;FALSCH;8,59E+15;6,94E+15;1,31E+16;giwau|hotoke;5,56E+15;2;;1910;1909;8;9;6;3;0;0;1;25;;3;0;3;5547;5184;1451;0;604;not equal
hauptmann-carl-musik;ger000448;Q56447962;Hauptmann;0;Musik;Spiel in vier Akten;;http://www.textgridrep.org/textgrid:pkhv.0;;;;;1918;34;FALSCH;9,73E+15;4,60E+16;1,23E+16;der_domorganist;1,52E+16;2;;;1918;24;34;5;13;16;14;2;258;;32;0;4;10120;9553;2540;292;20;not equal
hauptmann-carl-tobias-buntschuh;ger000385;Q56447803;Hauptmann;0;Tobias Buntschuh;Eine burleske Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pkhg.0;;;;;1916;24;FALSCH;6,81E+15;2,25E+15;1,90E+16;clown_odebrecht;5,17E+15;3;;;1916;15;24;4;19;0;1;3;62;;62;0;5;19248;17808;4235;497;27;not equal
hauptmann-die-ratten;ger000477;Q1215655;Hauptmann;0;Die Ratten;Berliner Tragikomödie;Tragicomedy;https://www.projekt-gutenberg.org/hauptmag/ratten/index.html;;;;;1911;18;FALSCH;8,87E+15;7,65E+15;1,24E+16;several characters;13;2;;1911;1911;17;18;8;10;0;0;1;117;1910;5;6;5;32222;29755;5227;967;40;not equal
hauptmann-florian-geyer;ger000504;Q27992230;Hauptmann;0;Florian Geyer;Die Tragödie des Bauernkrieges;Tragedy;https://www.projekt-gutenberg.org/hauptmag/floriang/index.html;;;;;1896;91;FALSCH;9,01E+15;3,11E+15;1,78E+16;florian_geyer;28;3;;1896;1896;79;91;4;87;0;7;1;1274;1894/1895;6;1;5;38387;35862;4467;1497;62;not equal
hauptmann-gabriel-schillings-flucht;ger000510;Q101228999;Hauptmann;0;Gabriel Schillings Flucht;Drama;;https://www.gutenberg.org/ebooks/45009;;;;;1912;14;FALSCH;9,08E+15;8,35E+15;1,16E+15;several characters;1,09E+16;2;;1912;1912;13;14;5;9;0;1;1;76;1905/1906;5;0;5;21924;18767;4747;782;6;not equal
hauptmann-vor-sonnenaufgang;ger000509;Q1593312;Hauptmann;0;Vor Sonnenaufgang;Soziales Drama;;https://www.gutenberg.org/ebooks/52218;;;;;1889;18;FALSCH;8,88E+15;7,58E+15;1,24E+16;loth|hoffmann|helene;1,29E+15;2;;1889;1889;17;18;8;10;0;0;1;116;1889;5;3;5;26811;24076;6459;1149;3;not equal
hebbel-agnes-bernauer;ger000043;Q394468;Hebbel;0;Agnes Bernauer;Ein deutsches Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:pksn.0;;;;;1852;31;FALSCH;8,52E+15;3,48E+16;1,70E+15;albrecht;1,05E+16;3;;1852;1855;25;31;3;27;1;4;1;162;;63;1;5;25844;25298;2062;909;3;not equal
hebbel-demetrius;ger000253;Q55723869;Hebbel;0;Demetrius;;;http://www.textgridrep.org/textgrid:pmfw.0;Hanser;München;1964;125;1864;28;FALSCH;7,28E+15;2,72E+15;1,90E+16;demetrius;7,36E+15;3;;1869;1864;19;28;6;19;3;3;1;103;1863;78;0;5;27254;26806;1224;0;3951;not equal
hebbel-der-diamant;ger000179;Q56422588;Hebbel;0;Der Diamant;Eine Komödie in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:pm99.0;;;;;1847;23;FALSCH;9,15E+15;2,92E+15;1,33E+16;jacob|der_prinz;6,43E+15;3;;1848;1847;12;23;9;14;0;0;3;74;1841;29;0;5;23647;22838;1251;585;459;not equal
hebbel-der-gehoernte-siegfried;ger000016;Q56448206;Hebbel;0;Der gehörnte Siegfried;Vorspiel in einem Akt;;http://www.textgridrep.org/textgrid:pkng.0;Hanser;München;1964;22;1861;9;FALSCH;7,19E+15;5,56E+15;1,09E+16;several characters;4,44E+15;2;;1861;1862;6;9;2;7;0;0;2;20;;4;0;0;5117;5032;98;0;694;not equal
hebbel-der-rubin;ger000325;Q56439266;Hebbel;0;Der Rubin;Ein Märchen-Lustspiel in drei Akten;Comedy;http://www.textgridrep.org/textgrid:pm7m.0;;;;;1849;17;FALSCH;7,48E+15;5;1,55E+16;assad;8;3;;1849;1851;14;17;1;15;1;1;1;68;1849;23;0;3;12351;12011;1265;0;1732;not equal
hebbel-genoveva;ger000327;Q56438347;Hebbel;0;Genoveva;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pmtc.0;;;;;1843;19;FALSCH;8,43E+15;4,39E+16;1,56E+16;golo;7,89E+15;2;;1849;1843;17;19;3;15;1;1;1;75;;44;0;5;33896;33087;2804;0;4511;not equal
hebbel-gyges-und-sein-ring;ger000238;Q42190665;Hebbel;0;Gyges und sein Ring;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pmj9.0;Hanser;München;1964;66;1856;9;FALSCH;9,72E+15;9,72E+15;1,03E+16;several characters;7,78E+15;2;;1889;1856;8;9;3;5;1;1;1;35;;5;0;5;16211;16073;512;0;2290;not equal
hebbel-herodes-und-mariamne;ger000101;Q56448192;Hebbel;0;Herodes und Mariamne;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pmgg.0;;;;;1849;27;FALSCH;8,42E+15;2,96E+15;1,92E+16;herodes|titus;7,70E+15;4;;1849;1850;18;27;3;23;1;1;1;104;;35;0;5;26986;26689;1028;0;3804;not equal
hebbel-judith;ger000324;Q1711004;Hebbel;0;Judith;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pn2n.0;;;;;1840;59;FALSCH;9,54E+15;3,70E+15;1,63E+15;achior;2,15E+15;2;;1840;1841;53;59;7;50;2;8;1;633;;7;3;5;22494;21841;1252;613;0;not equal
hebbel-kriemhilds-rache;ger000160;Q56448247;Hebbel;0;Kriemhilds Rache;Ein Trauerspiel in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pm1c.0;Hanser;München;1964;103;1861;21;FALSCH;7,70E+15;5,33E+15;1,50E+16;hagen;1,07E+16;3;;1861;1862;18;21;4;17;0;0;1;112;;72;0;5;23439;22796;1496;0;3271;not equal
hebbel-maria-magdalene;ger000309;Q1896129;Hebbel;0;Maria Magdalene;Ein bürgerliches Trauerspiel in drei Akten;Tragedy;http://www.textgridrep.org/textgrid:pkx0.0;;;;;1844;11;FALSCH;7,55E+15;5,64E+15;1,44E+16;klara;5,64E+15;2;;1846;1844;10;11;3;8;0;0;1;31;;24;5;3;25317;16974;706;455;16;not equal
hebbel-siegfrieds-tod;ger000392;Q56448223;Hebbel;0;Siegfrieds Tod;Ein Trauerspiel in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pn22.0;Hanser;München;1964;79;1861;18;FALSCH;7,40E+15;5,10E+15;1,36E+16;kriemhild;8,67E+15;2;;1861;1862;15;18;4;12;2;1;2;78;;46;0;5;17547;17179;1029;0;2516;not equal
hebbel-trauerspiel-in-sizilien;ger000296;Q56439572;Hebbel;0;Ein Trauerspiel in Sizilien;Tragikomödie in einem Akt;Tragicomedy;http://www.textgridrep.org/textgrid:pmp3.0;;;;;1847;9;FALSCH;8,90E+15;6,94E+15;1,31E+16;ambrosio|bartolino;5,56E+15;2;;1907;1847;8;9;1;8;0;0;1;25;1847;7;0;0;7533;6609;275;0;942;not equal
heine-almansor;ger000284;Q19127058;Heine;0;Almansor;Eine Tragödie;Tragedy;http://www.textgridrep.org/textgrid:psxj.0;;;;;1821;35;FALSCH;9,31E+15;4,61E+16;1,61E+16;zuleima|aly;1,57E+16;3;;1823;1821;30;35;4;29;2;4;1;274;;8;1;0;13747;13527;1078;0;1815;not equal
heine-william-ratcliff;ger000446;Q21552749;Heine;0;William Ratcliff;Tragödie;Tragedy;http://www.textgridrep.org/textgrid:ptkw.0;;;;;1823;16;FALSCH;9,21E+15;5,83E+15;1,42E+16;ratcliff;875;2;;1888;1823;15;16;2;13;1;2;1;70;;4;0;0;7452;6800;896;3;847;not equal
heiseler-die-kinder-godunofs;ger000029;Q55724067;Heiseler;0;Die Kinder Godunófs;Tragödie;Tragedy;http://www.textgridrep.org/textgrid:pvxf.0;;;;;1929;31;FALSCH;9,13E+15;4,39E+16;1,56E+16;boris;1,32E+16;2;;1930;1929;30;31;3;27;1;2;1;204;1923;5;0;5;13473;13159;1433;0;1837;not equal
heiseler-peter-und-alexej;ger000196;Q55724133;Heiseler;0;Peter und Alexéj;Tragödie;Tragedy;http://www.textgridrep.org/textgrid:pvxk.0;;;;;1912;29;FALSCH;8,73E+15;5,76E+15;1,42E+16;several characters;1,61E+16;2;;1913;1912;28;29;3;25;1;3;1;234;1906;5;0;5;17629;16864;2823;76;2167;not equal
helldorff-der-zwischenact;ger000729;Q134487611;Helldorff;0;Der Zwischenact;Zwischenspiel in 1 Acte;;https://nbn-resolving.org/urn:nbn:de:urmel-hisbest-358064;Schumann;Schneeberg;1828;47;1828;9;FALSCH;8,90E+15;6,94E+15;1,31E+16;madam_silberstoff|moorberg;5,56E+15;2;;;1828;8;9;3;6;0;0;1;25;;17;0;0;3810;3521;505;0;358;not equal
hensler-der-schornsteinfeger;ger000705;Q127627729;Hensler;0;Der Schornsteinfeger;Ein Original Lustspiel in drey Aufzügen;Comedy;https://books.google.com/books?id=Mh1IAAAAcAAJ&printsec=frontcover;Wallishausser;Wien;1791;91;1789;12;FALSCH;8,08E+15;6,52E+15;1,36E+16;kaspar|wilhelm;7,17E+15;3;###############################################################################################################################################################################################################################################################;1789;1791;10;12;3;9;0;0;1;43;;60;0;3;17692;17057;1966;758;0;not equal
hensler-die-teufelsmuehle-am-wienerberg;ger000111;Q55724220;Hensler;0;Die Teufelsmühle am Wienerberg;Ein österreichisches Volksmährchen mit Gesang in vier Aufzügen;;http://www.textgridrep.org/textgrid:pzj2.0;;;;;1799;35;FALSCH;7,92E+14;2,45E+15;1,87E+16;guenther;8,34E+15;4;;;1799;29;35;4;20;11;8;1;146;;58;1;4;15761;14871;2266;653;340;not equal
herzenskron-hoang-puff;ger000571;Q111669378;Herzenskron;0;Hoang-Puff;Posse in einem Acte, nach dem Französischen der Herren Caignéz und Louis frey bearbeitet;Comedy;https://de.wikisource.org/wiki/Hoang-Puff;;;;;1822;7;FALSCH;8,86E+15;8,57E+15;1,14E+16;hoang-puff|zimar|nadir;5,14E+15;2;###############################################################################################################################################################################################################################################################;1822;1826;6;7;1;6;0;1;1;18;;18;0;0;5770;5506;562;343;0;not equal
herzl-das-neue-ghetto;ger000699;Q125352855;Herzl;0;Das neue Ghetto;Schauspiel in 4 Acten;;https://archive.org/details/bub_gb_T5k5AAAAMAAJ;Buchdruckerei »Industrie« – Selbstverlag;Wien;1903;100;1897;23;FALSCH;8,15E+14;4,90E+15;1,53E+16;jacob;1,08E+16;3;###############################################################################################################################################################################################################################################################;1898;1897;20;23;8;13;2;4;1;124;1894;33;0;4;16068;15568;2668;988;0;not equal
herzl-der-fluechtling;ger000633;Q121335756;Herzl;0;Der Flüchtling;Lustspiel in einem Aufzug;Comedy;https://archive.org/details/derfluchtlinglus00herz;Reclam;Leipzig;1887;30;1887;4;FALSCH;1;1;1;several characters;3;1;###############################################################################################################################################################################################################################################################;1889;1887;3;4;2;2;0;0;1;6;;10;0;0;5911;5582;979;392;0;equal
heym-atalanta-oder-die-angst;ger000535;Q106254921;Heym;0;Atalanta oder Die Angst;;;http://www.textgridrep.org/textgrid:q3hr.0;;;;;1911;3;FALSCH;1;1;1;atalanta|bartolomeo|sigismondo;2;1;;1981;1962;2;3;1;2;0;0;1;3;1910/1911;3;0;1;7477;7326;1021;0;960;not equal
