play;character_id;gender;num_speeches;total_words;Spalte1
ger000719-goentgen-anna-bell.tei;#karolina;FEMALE;14;482;
ger000719-goentgen-anna-bell.tei;#sara;FEMALE;41;1079;
ger000719-goentgen-anna-bell.tei;#simpson;MALE;4;64;
ger000720-benedix-eigensinn.tei;#alfred;MALE;98;1220;
ger000720-benedix-eigensinn.tei;#ausdorf;MALE;45;658;
ger000720-benedix-eigensinn.tei;#emma;FEMALE;98;1017;
ger000720-benedix-eigensinn.tei;#heinrich;MALE;61;480;
ger000720-benedix-eigensinn.tei;#katharina;FEMALE;46;371;
ger000720-benedix-eigensinn.tei;#lisbeth;FEMALE;58;293;
ger000723-guenderode-der-kanonenschlag.tei;#ceres;FEMALE;6;0;
ger000723-guenderode-der-kanonenschlag.tei;#ganymed;MALE;4;0;
ger000723-guenderode-der-kanonenschlag.tei;#iris;FEMALE;1;0;
ger000723-guenderode-der-kanonenschlag.tei;#juno;FEMALE;14;0;
ger000723-guenderode-der-kanonenschlag.tei;#jupiter;MALE;11;0;
ger000723-guenderode-der-kanonenschlag.tei;#merkur;MALE;8;0;
ger000723-guenderode-der-kanonenschlag.tei;#tantalus;MALE;9;0;
ger000723-guenderode-der-kanonenschlag.tei;#xantippe;FEMALE;1;0;
ger000724-ebner-eschenbach-bettelbriefe.tei;#baron;MALE;93;1574;
ger000724-ebner-eschenbach-bettelbriefe.tei;#graefin;FEMALE;93;2987;
